team,season,win_rate,WSWin
angels,1998,0.5246913580246914,N
diamondbacks,1998,0.4012345679012346,N
braves,1998,0.654320987654321,N
orioles,1998,0.4876543209876543,N
red_sox,1998,0.5679012345679012,N
white_sox,1998,0.49079754601226994,N
cubs,1998,0.5521472392638037,N
reds,1998,0.47530864197530864,N
indians,1998,0.5493827160493827,N
rockies,1998,0.47530864197530864,N
tigers,1998,0.4012345679012346,N
marlins,1998,0.3333333333333333,N
astros,1998,0.6296296296296297,N
royals,1998,0.4472049689440994,N
dodgers,1998,0.5123456790123457,N
brewers,1998,0.4567901234567901,N
twins,1998,0.43209876543209874,N
yankees,1998,0.7037037037037037,Y
mets,1998,0.5432098765432098,N
athletics,1998,0.4567901234567901,N
phillies,1998,0.46296296296296297,N
pirates,1998,0.4233128834355828,N
padres,1998,0.6049382716049383,N
mariners,1998,0.4720496894409938,N
giants,1998,0.5460122699386503,N
cardinals,1998,0.50920245398773,N
rangers,1998,0.5432098765432098,N
blue_jays,1998,0.5398773006134969,N
angels,1999,0.43209876543209874,N
diamondbacks,1999,0.6172839506172839,N
braves,1999,0.6358024691358025,N
orioles,1999,0.48148148148148145,N
red_sox,1999,0.5802469135802469,N
white_sox,1999,0.46296296296296297,N
cubs,1999,0.41358024691358025,N
reds,1999,0.588957055214724,N
indians,1999,0.5987654320987654,N
rockies,1999,0.4444444444444444,N
tigers,1999,0.42857142857142855,N
marlins,1999,0.3950617283950617,N
astros,1999,0.5987654320987654,N
royals,1999,0.39751552795031053,N
dodgers,1999,0.47530864197530864,N
brewers,1999,0.45962732919254656,N
twins,1999,0.391304347826087,N
yankees,1999,0.6049382716049383,Y
mets,1999,0.5950920245398773,N
athletics,1999,0.5370370370370371,N
phillies,1999,0.47530864197530864,N
pirates,1999,0.484472049689441,N
padres,1999,0.4567901234567901,N
mariners,1999,0.4876543209876543,N
giants,1999,0.5308641975308642,N
cardinals,1999,0.4658385093167702,N
rangers,1999,0.5864197530864198,N
blue_jays,1999,0.5185185185185185,N
angels,2000,0.5061728395061729,N
diamondbacks,2000,0.5246913580246914,N
braves,2000,0.5864197530864198,N
orioles,2000,0.4567901234567901,N
red_sox,2000,0.5246913580246914,N
white_sox,2000,0.5864197530864198,N
cubs,2000,0.4012345679012346,N
reds,2000,0.5214723926380368,N
indians,2000,0.5555555555555556,N
rockies,2000,0.5061728395061729,N
tigers,2000,0.4876543209876543,N
marlins,2000,0.4906832298136646,N
astros,2000,0.4444444444444444,N
royals,2000,0.47530864197530864,N
dodgers,2000,0.5308641975308642,N
brewers,2000,0.44785276073619634,N
twins,2000,0.42592592592592593,N
yankees,2000,0.5403726708074534,Y
mets,2000,0.5802469135802469,N
athletics,2000,0.5652173913043478,N
phillies,2000,0.4012345679012346,N
pirates,2000,0.42592592592592593,N
padres,2000,0.4691358024691358,N
mariners,2000,0.5617283950617284,N
giants,2000,0.5987654320987654,N
cardinals,2000,0.5864197530864198,N
rangers,2000,0.4382716049382716,N
blue_jays,2000,0.5123456790123457,N
angels,2001,0.46296296296296297,N
diamondbacks,2001,0.5679012345679012,Y
braves,2001,0.5432098765432098,N
orioles,2001,0.3888888888888889,N
red_sox,2001,0.5093167701863354,N
white_sox,2001,0.5123456790123457,N
cubs,2001,0.5432098765432098,N
reds,2001,0.4074074074074074,N
indians,2001,0.5617283950617284,N
rockies,2001,0.4506172839506173,N
tigers,2001,0.4074074074074074,N
marlins,2001,0.4691358024691358,N
astros,2001,0.5740740740740741,N
royals,2001,0.4012345679012346,N
dodgers,2001,0.5308641975308642,N
brewers,2001,0.41975308641975306,N
twins,2001,0.5246913580246914,N
yankees,2001,0.5900621118012422,N
mets,2001,0.5061728395061729,N
athletics,2001,0.6296296296296297,N
phillies,2001,0.5308641975308642,N
pirates,2001,0.38271604938271603,N
padres,2001,0.4876543209876543,N
mariners,2001,0.7160493827160493,N
giants,2001,0.5555555555555556,N
cardinals,2001,0.5740740740740741,N
rangers,2001,0.4506172839506173,N
blue_jays,2001,0.49382716049382713,N
angels,2002,0.6111111111111112,Y
diamondbacks,2002,0.6049382716049383,N
braves,2002,0.6273291925465838,N
orioles,2002,0.41358024691358025,N
red_sox,2002,0.5740740740740741,N
white_sox,2002,0.5,N
cubs,2002,0.41358024691358025,N
reds,2002,0.48148148148148145,N
indians,2002,0.4567901234567901,N
rockies,2002,0.4506172839506173,N
tigers,2002,0.3416149068322981,N
marlins,2002,0.4876543209876543,N
astros,2002,0.5185185185185185,N
royals,2002,0.38271604938271603,N
dodgers,2002,0.5679012345679012,N
brewers,2002,0.345679012345679,N
twins,2002,0.5838509316770186,N
yankees,2002,0.639751552795031,N
mets,2002,0.4658385093167702,N
athletics,2002,0.6358024691358025,N
phillies,2002,0.4968944099378882,N
pirates,2002,0.4472049689440994,N
padres,2002,0.4074074074074074,N
mariners,2002,0.5740740740740741,N
giants,2002,0.5864197530864198,N
cardinals,2002,0.5987654320987654,N
rangers,2002,0.4444444444444444,N
blue_jays,2002,0.48148148148148145,N
angels,2003,0.47530864197530864,N
diamondbacks,2003,0.5185185185185185,N
braves,2003,0.6234567901234568,N
orioles,2003,0.43558282208588955,N
red_sox,2003,0.5864197530864198,N
white_sox,2003,0.5308641975308642,N
cubs,2003,0.5432098765432098,N
reds,2003,0.42592592592592593,N
indians,2003,0.41975308641975306,N
rockies,2003,0.4567901234567901,N
tigers,2003,0.2654320987654321,N
marlins,2003,0.5617283950617284,Y
astros,2003,0.5370370370370371,N
royals,2003,0.5123456790123457,N
dodgers,2003,0.5246913580246914,N
brewers,2003,0.41975308641975306,N
twins,2003,0.5555555555555556,N
yankees,2003,0.6196319018404908,N
mets,2003,0.40993788819875776,N
athletics,2003,0.5925925925925926,N
phillies,2003,0.5308641975308642,N
pirates,2003,0.46296296296296297,N
padres,2003,0.3950617283950617,N
mariners,2003,0.5740740740740741,N
giants,2003,0.6211180124223602,N
cardinals,2003,0.5246913580246914,N
rangers,2003,0.4382716049382716,N
blue_jays,2003,0.5308641975308642,N
angels,2004,0.5679012345679012,N
diamondbacks,2004,0.3148148148148148,N
braves,2004,0.5925925925925926,N
orioles,2004,0.48148148148148145,N
red_sox,2004,0.6049382716049383,Y
white_sox,2004,0.5123456790123457,N
cubs,2004,0.5493827160493827,N
reds,2004,0.4691358024691358,N
indians,2004,0.49382716049382713,N
rockies,2004,0.41975308641975306,N
tigers,2004,0.4444444444444444,N
marlins,2004,0.5123456790123457,N
astros,2004,0.5679012345679012,N
royals,2004,0.35802469135802467,N
dodgers,2004,0.5740740740740741,N
brewers,2004,0.4161490683229814,N
twins,2004,0.5679012345679012,N
yankees,2004,0.6234567901234568,N
mets,2004,0.4382716049382716,N
athletics,2004,0.5617283950617284,N
phillies,2004,0.5308641975308642,N
pirates,2004,0.4472049689440994,N
padres,2004,0.5370370370370371,N
mariners,2004,0.3888888888888889,N
giants,2004,0.5617283950617284,N
cardinals,2004,0.6481481481481481,N
rangers,2004,0.5493827160493827,N
blue_jays,2004,0.4161490683229814,N
diamondbacks,2005,0.47530864197530864,N
braves,2005,0.5555555555555556,N
orioles,2005,0.4567901234567901,N
red_sox,2005,0.5864197530864198,N
white_sox,2005,0.6111111111111112,Y
cubs,2005,0.4876543209876543,N
reds,2005,0.44785276073619634,N
indians,2005,0.5740740740740741,N
rockies,2005,0.41358024691358025,N
tigers,2005,0.4382716049382716,N
marlins,2005,0.5123456790123457,N
astros,2005,0.5460122699386503,N
royals,2005,0.345679012345679,N
angels,2005,0.5864197530864198,N
dodgers,2005,0.4382716049382716,N
brewers,2005,0.5,N
twins,2005,0.5123456790123457,N
yankees,2005,0.5864197530864198,N
mets,2005,0.5123456790123457,N
athletics,2005,0.5432098765432098,N
phillies,2005,0.5432098765432098,N
pirates,2005,0.41358024691358025,N
padres,2005,0.5061728395061729,N
mariners,2005,0.42592592592592593,N
giants,2005,0.46296296296296297,N
cardinals,2005,0.6172839506172839,N
rangers,2005,0.4876543209876543,N
blue_jays,2005,0.49382716049382713,N
nationals,2005,0.5,N
diamondbacks,2006,0.4691358024691358,N
braves,2006,0.4876543209876543,N
orioles,2006,0.43209876543209874,N
red_sox,2006,0.5308641975308642,N
white_sox,2006,0.5555555555555556,N
cubs,2006,0.4074074074074074,N
reds,2006,0.49382716049382713,N
indians,2006,0.48148148148148145,N
rockies,2006,0.4691358024691358,N
tigers,2006,0.5864197530864198,N
marlins,2006,0.48148148148148145,N
astros,2006,0.5061728395061729,N
royals,2006,0.38271604938271603,N
angels,2006,0.5493827160493827,N
dodgers,2006,0.5432098765432098,N
brewers,2006,0.46296296296296297,N
twins,2006,0.5925925925925926,N
yankees,2006,0.5987654320987654,N
mets,2006,0.5987654320987654,N
athletics,2006,0.5740740740740741,N
phillies,2006,0.5246913580246914,N
pirates,2006,0.41358024691358025,N
padres,2006,0.5432098765432098,N
mariners,2006,0.48148148148148145,N
giants,2006,0.4720496894409938,N
cardinals,2006,0.515527950310559,Y
rangers,2006,0.49382716049382713,N
blue_jays,2006,0.5370370370370371,N
nationals,2006,0.4382716049382716,N
diamondbacks,2007,0.5555555555555556,N
braves,2007,0.5185185185185185,N
orioles,2007,0.42592592592592593,N
red_sox,2007,0.5925925925925926,Y
white_sox,2007,0.4444444444444444,N
cubs,2007,0.5246913580246914,N
reds,2007,0.4444444444444444,N
indians,2007,0.5925925925925926,N
rockies,2007,0.5521472392638037,N
tigers,2007,0.5432098765432098,N
marlins,2007,0.4382716049382716,N
astros,2007,0.4506172839506173,N
royals,2007,0.42592592592592593,N
angels,2007,0.5802469135802469,N
dodgers,2007,0.5061728395061729,N
brewers,2007,0.5123456790123457,N
twins,2007,0.4876543209876543,N
yankees,2007,0.5802469135802469,N
mets,2007,0.5432098765432098,N
athletics,2007,0.4691358024691358,N
phillies,2007,0.5493827160493827,N
pirates,2007,0.41975308641975306,N
padres,2007,0.5460122699386503,N
mariners,2007,0.5432098765432098,N
giants,2007,0.4382716049382716,N
cardinals,2007,0.48148148148148145,N
rangers,2007,0.46296296296296297,N
blue_jays,2007,0.5123456790123457,N
nationals,2007,0.4506172839506173,N
diamondbacks,2008,0.5061728395061729,N
braves,2008,0.4444444444444444,N
orioles,2008,0.422360248447205,N
red_sox,2008,0.5864197530864198,N
white_sox,2008,0.5460122699386503,N
cubs,2008,0.6024844720496895,N
reds,2008,0.4567901234567901,N
indians,2008,0.5,N
rockies,2008,0.4567901234567901,N
tigers,2008,0.4567901234567901,N
marlins,2008,0.5217391304347826,N
astros,2008,0.5341614906832298,N
royals,2008,0.46296296296296297,N
angels,2008,0.6172839506172839,N
dodgers,2008,0.5185185185185185,N
brewers,2008,0.5555555555555556,N
twins,2008,0.5398773006134969,N
yankees,2008,0.5493827160493827,N
mets,2008,0.5493827160493827,N
athletics,2008,0.4658385093167702,N
phillies,2008,0.5679012345679012,Y
pirates,2008,0.41358024691358025,N
padres,2008,0.3888888888888889,N
mariners,2008,0.3765432098765432,N
giants,2008,0.4444444444444444,N
cardinals,2008,0.5308641975308642,N
rays,2008,0.5987654320987654,N
rangers,2008,0.4876543209876543,N
blue_jays,2008,0.5308641975308642,N
nationals,2008,0.36645962732919257,N
diamondbacks,2009,0.43209876543209874,N
braves,2009,0.5308641975308642,N
orioles,2009,0.3950617283950617,N
red_sox,2009,0.5864197530864198,N
white_sox,2009,0.4876543209876543,N
cubs,2009,0.515527950310559,N
reds,2009,0.48148148148148145,N
indians,2009,0.4012345679012346,N
rockies,2009,0.5679012345679012,N
tigers,2009,0.5276073619631901,N
marlins,2009,0.5370370370370371,N
astros,2009,0.4567901234567901,N
royals,2009,0.4012345679012346,N
angels,2009,0.5987654320987654,N
dodgers,2009,0.5864197530864198,N
brewers,2009,0.49382716049382713,N
twins,2009,0.5337423312883436,N
yankees,2009,0.6358024691358025,Y
mets,2009,0.43209876543209874,N
athletics,2009,0.46296296296296297,N
phillies,2009,0.5740740740740741,N
pirates,2009,0.38509316770186336,N
padres,2009,0.46296296296296297,N
mariners,2009,0.5246913580246914,N
giants,2009,0.5432098765432098,N
cardinals,2009,0.5617283950617284,N
rays,2009,0.5185185185185185,N
rangers,2009,0.5370370370370371,N
blue_jays,2009,0.46296296296296297,N
nationals,2009,0.36419753086419754,N
diamondbacks,2010,0.4012345679012346,N
braves,2010,0.5617283950617284,N
orioles,2010,0.4074074074074074,N
red_sox,2010,0.5493827160493827,N
white_sox,2010,0.5432098765432098,N
cubs,2010,0.46296296296296297,N
reds,2010,0.5617283950617284,N
indians,2010,0.42592592592592593,N
rockies,2010,0.5123456790123457,N
tigers,2010,0.5,N
marlins,2010,0.49382716049382713,N
astros,2010,0.4691358024691358,N
royals,2010,0.41358024691358025,N
angels,2010,0.49382716049382713,N
dodgers,2010,0.49382716049382713,N
brewers,2010,0.47530864197530864,N
twins,2010,0.5802469135802469,N
yankees,2010,0.5864197530864198,N
mets,2010,0.4876543209876543,N
athletics,2010,0.5,N
phillies,2010,0.5987654320987654,N
pirates,2010,0.35185185185185186,N
padres,2010,0.5555555555555556,N
mariners,2010,0.3765432098765432,N
giants,2010,0.5679012345679012,Y
cardinals,2010,0.5308641975308642,N
rays,2010,0.5925925925925926,N
rangers,2010,0.5555555555555556,N
blue_jays,2010,0.5246913580246914,N
nationals,2010,0.42592592592592593,N
diamondbacks,2011,0.5802469135802469,N
braves,2011,0.5493827160493827,N
orioles,2011,0.42592592592592593,N
red_sox,2011,0.5555555555555556,N
white_sox,2011,0.4876543209876543,N
cubs,2011,0.4382716049382716,N
reds,2011,0.4876543209876543,N
indians,2011,0.49382716049382713,N
rockies,2011,0.4506172839506173,N
tigers,2011,0.5864197530864198,N
marlins,2011,0.4444444444444444,N
astros,2011,0.345679012345679,N
royals,2011,0.4382716049382716,N
angels,2011,0.5308641975308642,N
dodgers,2011,0.5093167701863354,N
brewers,2011,0.5925925925925926,N
twins,2011,0.3888888888888889,N
yankees,2011,0.5987654320987654,N
mets,2011,0.47530864197530864,N
athletics,2011,0.4567901234567901,N
phillies,2011,0.6296296296296297,N
pirates,2011,0.4444444444444444,N
padres,2011,0.4382716049382716,N
mariners,2011,0.41358024691358025,N
giants,2011,0.5308641975308642,N
cardinals,2011,0.5555555555555556,Y
rays,2011,0.5617283950617284,N
rangers,2011,0.5925925925925926,N
blue_jays,2011,0.5,N
nationals,2011,0.4968944099378882,N
diamondbacks,2012,0.5,N
braves,2012,0.5802469135802469,N
orioles,2012,0.5740740740740741,N
red_sox,2012,0.42592592592592593,N
white_sox,2012,0.5246913580246914,N
cubs,2012,0.3765432098765432,N
reds,2012,0.5987654320987654,N
indians,2012,0.41975308641975306,N
rockies,2012,0.3950617283950617,N
tigers,2012,0.5432098765432098,N
astros,2012,0.3395061728395062,N
royals,2012,0.4444444444444444,N
angels,2012,0.5493827160493827,N
dodgers,2012,0.5308641975308642,N
marlins,2012,0.42592592592592593,N
brewers,2012,0.5123456790123457,N
twins,2012,0.4074074074074074,N
yankees,2012,0.5864197530864198,N
mets,2012,0.4567901234567901,N
athletics,2012,0.5802469135802469,N
phillies,2012,0.5,N
pirates,2012,0.4876543209876543,N
padres,2012,0.4691358024691358,N
mariners,2012,0.46296296296296297,N
giants,2012,0.5802469135802469,Y
cardinals,2012,0.5432098765432098,N
rays,2012,0.5555555555555556,N
rangers,2012,0.5740740740740741,N
blue_jays,2012,0.4506172839506173,N
nationals,2012,0.6049382716049383,N
diamondbacks,2013,0.5,N
braves,2013,0.5925925925925926,N
orioles,2013,0.5246913580246914,N
red_sox,2013,0.5987654320987654,Y
white_sox,2013,0.3888888888888889,N
cubs,2013,0.4074074074074074,N
reds,2013,0.5555555555555556,N
indians,2013,0.5679012345679012,N
rockies,2013,0.4567901234567901,N
tigers,2013,0.5740740740740741,N
astros,2013,0.3148148148148148,N
royals,2013,0.5308641975308642,N
angels,2013,0.48148148148148145,N
dodgers,2013,0.5679012345679012,N
marlins,2013,0.38271604938271603,N
brewers,2013,0.4567901234567901,N
twins,2013,0.4074074074074074,N
yankees,2013,0.5246913580246914,N
mets,2013,0.4567901234567901,N
athletics,2013,0.5925925925925926,N
phillies,2013,0.4506172839506173,N
pirates,2013,0.5802469135802469,N
padres,2013,0.4691358024691358,N
mariners,2013,0.4382716049382716,N
giants,2013,0.4691358024691358,N
cardinals,2013,0.5987654320987654,N
rays,2013,0.5644171779141104,N
rangers,2013,0.558282208588957,N
blue_jays,2013,0.4567901234567901,N
nationals,2013,0.5308641975308642,N
diamondbacks,2014,0.3950617283950617,N
braves,2014,0.4876543209876543,N
orioles,2014,0.5925925925925926,N
red_sox,2014,0.4382716049382716,N
white_sox,2014,0.4506172839506173,N
cubs,2014,0.4506172839506173,N
reds,2014,0.4691358024691358,N
indians,2014,0.5246913580246914,N
rockies,2014,0.4074074074074074,N
tigers,2014,0.5555555555555556,N
astros,2014,0.43209876543209874,N
royals,2014,0.5493827160493827,N
angels,2014,0.6049382716049383,N
dodgers,2014,0.5802469135802469,N
marlins,2014,0.47530864197530864,N
brewers,2014,0.5061728395061729,N
twins,2014,0.43209876543209874,N
yankees,2014,0.5185185185185185,N
mets,2014,0.4876543209876543,N
athletics,2014,0.5432098765432098,N
phillies,2014,0.4506172839506173,N
pirates,2014,0.5432098765432098,N
padres,2014,0.47530864197530864,N
mariners,2014,0.5370370370370371,N
giants,2014,0.5432098765432098,Y
cardinals,2014,0.5555555555555556,N
rays,2014,0.47530864197530864,N
rangers,2014,0.41358024691358025,N
blue_jays,2014,0.5123456790123457,N
nationals,2014,0.5925925925925926,N
diamondbacks,2015,0.4876543209876543,N
braves,2015,0.41358024691358025,N
orioles,2015,0.5,N
red_sox,2015,0.48148148148148145,N
white_sox,2015,0.4691358024691358,N
cubs,2015,0.5987654320987654,N
reds,2015,0.3950617283950617,N
indians,2015,0.5031055900621118,N
rockies,2015,0.41975308641975306,N
tigers,2015,0.45962732919254656,N
astros,2015,0.5308641975308642,N
royals,2015,0.5864197530864198,Y
angels,2015,0.5246913580246914,N
dodgers,2015,0.5679012345679012,N
marlins,2015,0.4382716049382716,N
brewers,2015,0.41975308641975306,N
twins,2015,0.5123456790123457,N
yankees,2015,0.5370370370370371,N
mets,2015,0.5555555555555556,N
athletics,2015,0.41975308641975306,N
phillies,2015,0.3888888888888889,N
pirates,2015,0.6049382716049383,N
padres,2015,0.4567901234567901,N
mariners,2015,0.4691358024691358,N
giants,2015,0.5185185185185185,N
cardinals,2015,0.6172839506172839,N
rays,2015,0.49382716049382713,N
rangers,2015,0.5432098765432098,N
blue_jays,2015,0.5740740740740741,N
nationals,2015,0.5123456790123457,N
diamondbacks,2016,0.42592592592592593,N
braves,2016,0.422360248447205,N
orioles,2016,0.5493827160493827,N
red_sox,2016,0.5740740740740741,N
white_sox,2016,0.48148148148148145,N
cubs,2016,0.6358024691358025,Y
reds,2016,0.41975308641975306,N
indians,2016,0.5838509316770186,N
rockies,2016,0.46296296296296297,N
tigers,2016,0.5341614906832298,N
astros,2016,0.5185185185185185,N
royals,2016,0.5,N
angels,2016,0.4567901234567901,N
dodgers,2016,0.5617283950617284,N
marlins,2016,0.4906832298136646,N
brewers,2016,0.4506172839506173,N
twins,2016,0.36419753086419754,N
yankees,2016,0.5185185185185185,N
mets,2016,0.5370370370370371,N
athletics,2016,0.42592592592592593,N
phillies,2016,0.4382716049382716,N
pirates,2016,0.48148148148148145,N
padres,2016,0.41975308641975306,N
mariners,2016,0.5308641975308642,N
giants,2016,0.5370370370370371,N
cardinals,2016,0.5308641975308642,N
rays,2016,0.41975308641975306,N
rangers,2016,0.5864197530864198,N
blue_jays,2016,0.5493827160493827,N
nationals,2016,0.5864197530864198,N
diamondbacks,2017,0.5740740740740741,N
braves,2017,0.4444444444444444,N
orioles,2017,0.46296296296296297,N
red_sox,2017,0.5740740740740741,N
white_sox,2017,0.41358024691358025,N
cubs,2017,0.5679012345679012,N
reds,2017,0.41975308641975306,N
indians,2017,0.6296296296296297,N
rockies,2017,0.5370370370370371,N
tigers,2017,0.3950617283950617,N
astros,2017,0.6234567901234568,Y
royals,2017,0.49382716049382713,N
angels,2017,0.49382716049382713,N
dodgers,2017,0.6419753086419753,N
marlins,2017,0.47530864197530864,N
brewers,2017,0.5308641975308642,N
twins,2017,0.5246913580246914,N
yankees,2017,0.5617283950617284,N
mets,2017,0.43209876543209874,N
athletics,2017,0.46296296296296297,N
phillies,2017,0.4074074074074074,N
pirates,2017,0.46296296296296297,N
padres,2017,0.4382716049382716,N
mariners,2017,0.48148148148148145,N
giants,2017,0.3950617283950617,N
cardinals,2017,0.5123456790123457,N
rays,2017,0.49382716049382713,N
rangers,2017,0.48148148148148145,N
blue_jays,2017,0.4691358024691358,N
nationals,2017,0.5987654320987654,N
diamondbacks,2018,0.5061728395061729,N
braves,2018,0.5555555555555556,N
orioles,2018,0.29012345679012347,N
red_sox,2018,0.6666666666666666,Y
white_sox,2018,0.38271604938271603,N
cubs,2018,0.5828220858895705,N
reds,2018,0.41358024691358025,N
indians,2018,0.5617283950617284,N
rockies,2018,0.558282208588957,N
tigers,2018,0.3950617283950617,N
astros,2018,0.6358024691358025,N
royals,2018,0.35802469135802467,N
angels,2018,0.49382716049382713,N
dodgers,2018,0.5644171779141104,N
marlins,2018,0.391304347826087,N
brewers,2018,0.588957055214724,N
twins,2018,0.48148148148148145,N
yankees,2018,0.6172839506172839,N
mets,2018,0.47530864197530864,N
athletics,2018,0.5987654320987654,N
phillies,2018,0.49382716049382713,N
pirates,2018,0.5093167701863354,N
padres,2018,0.4074074074074074,N
mariners,2018,0.5493827160493827,N
giants,2018,0.4506172839506173,N
cardinals,2018,0.5432098765432098,N
rays,2018,0.5555555555555556,N
rangers,2018,0.41358024691358025,N
blue_jays,2018,0.4506172839506173,N
nationals,2018,0.5061728395061729,N
diamondbacks,2019,0.5246913580246914,N
braves,2019,0.5987654320987654,N
orioles,2019,0.3333333333333333,N
red_sox,2019,0.5185185185185185,N
white_sox,2019,0.4472049689440994,N
cubs,2019,0.5185185185185185,N
reds,2019,0.46296296296296297,N
indians,2019,0.5740740740740741,N
rockies,2019,0.4382716049382716,N
tigers,2019,0.2919254658385093,N
astros,2019,0.6604938271604939,N
royals,2019,0.36419753086419754,N
angels,2019,0.4444444444444444,N
dodgers,2019,0.654320987654321,N
marlins,2019,0.35185185185185186,N
brewers,2019,0.5493827160493827,N
twins,2019,0.6234567901234568,N
yankees,2019,0.6358024691358025,N
mets,2019,0.5308641975308642,N
athletics,2019,0.5987654320987654,N
phillies,2019,0.5,N
pirates,2019,0.42592592592592593,N
padres,2019,0.43209876543209874,N
mariners,2019,0.41975308641975306,N
giants,2019,0.47530864197530864,N
cardinals,2019,0.5617283950617284,N
rays,2019,0.5925925925925926,N
rangers,2019,0.48148148148148145,N
blue_jays,2019,0.41358024691358025,N
nationals,2019,0.5740740740740741,Y
